club_id,club_code,name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,last_season,url
19657,vendsyssel-ff,Vendsyssel FF,DK1,,24,25.1,7,29.2,0,Nord Energi Arena,10000,€-20k,null,2018,https://www.transfermarkt.co.uk/vendsyssel-ff/startseite/verein/19657
2036,1-fc-heidenheim-1846,1.FC Heidenheim 1846,L1,,30,25.1,5,16.7,0,Voith-Arena,15000,€-2.30m,null,2023,https://www.transfermarkt.co.uk/1-fc-heidenheim-1846/startseite/verein/2036
2079,veria-nps,Veria NPS,GR1,,29,24.3,4,13.8,0,Dimotiko Stadio Verias,6350,+-0,null,2016,https://www.transfermarkt.co.uk/veria-nps/startseite/verein/2079
23,eintracht-braunschweig,Eintracht Braunschweig,L1,,29,26.0,9,31.0,0,EINTRACHT-Stadion,23325,€-600k,null,2013,https://www.transfermarkt.co.uk/eintracht-braunschweig/startseite/verein/23
234,feyenoord-rotterdam,Feyenoord Rotterdam,NL1,,25,23.2,13,52.0,12,"Stadion Feyenoord ""De Kuip""",47500,+€18.00m,null,2023,https://www.transfermarkt.co.uk/feyenoord-rotterdam/startseite/verein/234
24,eintracht-frankfurt,Eintracht Frankfurt,L1,,40,24.4,24,60.0,13,Deutsche Bank Park,51500,€-34.90m,null,2023,https://www.transfermarkt.co.uk/eintracht-frankfurt/startseite/verein/24
2441,aek-athen,AEK Athens,GR1,,31,26.9,21,67.7,13,OPAP Arena,32500,€-5.85m,null,2023,https://www.transfermarkt.co.uk/aek-athen/startseite/verein/2441
2698,rubin-kazan,Rubin Kazan,RU1,,32,26.0,10,31.3,3,Ak Bars Arena,45379,€-2.81m,null,2023,https://www.transfermarkt.co.uk/rubin-kazan/startseite/verein/2698
2700,anzhi-makhachkala,Anzhi Makhachkala ( -2022),RU1,,0,,0,,0,RDYuSSh MinObrNauki RD Politekh Makhachkala,1600,+-0,null,2018,https://www.transfermarkt.co.uk/anzhi-makhachkala/startseite/verein/2700
2722,spal,SPAL,IT1,,32,26.0,8,25.0,2,Paolo Mazza,16134,+€2.75m,null,2019,https://www.transfermarkt.co.uk/spal/startseite/verein/2722
28643,waasland-beveren,SK Beveren,BE1,,27,26.8,16,59.3,3,Freethielstadion,13290,€-350k,null,2020,https://www.transfermarkt.co.uk/waasland-beveren/startseite/verein/28643
3336,desportivo-aves,Desportivo Aves (- 2020),PO1,,0,,0,,0,Estádio CD das Aves,5441,+-0,null,2019,https://www.transfermarkt.co.uk/desportivo-aves/startseite/verein/3336
398,lazio-rom,SS Lazio,IT1,,32,26.4,18,56.3,7,Olimpico di Roma,73261,+€22.04m,null,2023,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398
441,apollon-smyrnis,Apollon Smyrnis,GR1,,27,27.3,15,55.6,0,Stadio Neas Smyrnis,11700,+-0,null,2021,https://www.transfermarkt.co.uk/apollon-smyrnis/startseite/verein/441
